'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV'
'0:00.222',-0.048,-0.083,-0.035,0.066,-0.007,-0.059,0.047,-0.113,-0.144,-0.156,-0.153,-0.119
'0:00.223',-0.050,-0.084,-0.034,0.067,-0.008,-0.059,0.044,-0.113,-0.144,-0.156,-0.156,-0.119
'0:00.224',-0.046,-0.083,-0.037,0.064,-0.004,-0.061,0.041,-0.122,-0.147,-0.156,-0.156,-0.122
'0:00.225',-0.044,-0.081,-0.037,0.063,-0.003,-0.059,0.037,-0.119,-0.150,-0.156,-0.156,-0.125
'0:00.226',-0.047,-0.083,-0.036,0.065,-0.006,-0.059,0.037,-0.128,-0.153,-0.156,-0.156,-0.122
'0:00.227',-0.050,-0.087,-0.037,0.069,-0.006,-0.063,0.037,-0.131,-0.156,-0.163,-0.156,-0.119
'0:00.228',-0.046,-0.084,-0.039,0.065,-0.004,-0.062,0.037,-0.131,-0.153,-0.156,-0.156,-0.119
'0:00.229',-0.047,-0.087,-0.041,0.067,-0.003,-0.064,0.037,-0.131,-0.150,-0.163,-0.156,-0.119
'0:00.230',-0.044,-0.089,-0.045,0.066,0.001,-0.067,0.034,-0.131,-0.156,-0.163,-0.162,-0.119
'0:00.231',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.031,-0.131,-0.156,-0.163,-0.162,-0.119
'0:00.232',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.034,-0.134,-0.153,-0.163,-0.159,-0.119
'0:00.233',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.037,-0.131,-0.150,-0.163,-0.156,-0.119
'0:00.234',-0.047,-0.087,-0.041,0.067,-0.003,-0.064,0.037,-0.131,-0.159,-0.163,-0.156,-0.113
'0:00.235',-0.050,-0.087,-0.037,0.069,-0.006,-0.063,0.037,-0.131,-0.163,-0.163,-0.156,-0.113
'0:00.236',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.037,-0.134,-0.163,-0.159,-0.159,-0.119
'0:00.237',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.037,-0.138,-0.163,-0.156,-0.156,-0.125
'0:00.238',-0.051,-0.086,-0.035,0.069,-0.008,-0.061,0.037,-0.134,-0.163,-0.163,-0.156,-0.125
'0:00.239',-0.053,-0.084,-0.031,0.069,-0.011,-0.058,0.037,-0.131,-0.163,-0.163,-0.156,-0.125
'0:00.240',-0.053,-0.087,-0.034,0.071,-0.009,-0.061,0.034,-0.134,-0.166,-0.163,-0.156,-0.122
'0:00.241',-0.053,-0.087,-0.034,0.071,-0.009,-0.061,0.031,-0.138,-0.169,-0.163,-0.156,-0.119
'0:00.242',-0.053,-0.089,-0.036,0.071,-0.009,-0.063,0.031,-0.134,-0.169,-0.163,-0.159,-0.122
'0:00.243',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.031,-0.138,-0.169,-0.163,-0.162,-0.125
'0:00.244',-0.047,-0.089,-0.042,0.068,-0.002,-0.066,0.022,-0.138,-0.169,-0.163,-0.166,-0.122
'0:00.245',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.025,-0.138,-0.169,-0.163,-0.169,-0.119
'0:00.246',-0.042,-0.091,-0.049,0.066,0.003,-0.070,0.028,-0.134,-0.169,-0.163,-0.169,-0.122
'0:00.247',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.031,-0.131,-0.169,-0.163,-0.169,-0.125
'0:00.248',-0.050,-0.095,-0.045,0.073,-0.002,-0.070,0.034,-0.131,-0.166,-0.159,-0.169,-0.125
'0:00.249',-0.056,-0.100,-0.044,0.078,-0.006,-0.072,0.037,-0.138,-0.163,-0.156,-0.169,-0.125
'0:00.250',-0.057,-0.100,-0.042,0.079,-0.007,-0.071,0.041,-0.131,-0.166,-0.159,-0.169,-0.122
'0:00.251',-0.056,-0.100,-0.044,0.078,-0.006,-0.072,0.037,-0.131,-0.169,-0.163,-0.169,-0.119
'0:00.252',-0.056,-0.096,-0.039,0.076,-0.009,-0.068,0.037,-0.134,-0.169,-0.166,-0.172,-0.119
'0:00.253',-0.053,-0.091,-0.037,0.072,-0.008,-0.064,0.025,-0.138,-0.169,-0.175,-0.175,-0.119
'0:00.254',-0.057,-0.091,-0.033,0.074,-0.012,-0.062,0.031,-0.138,-0.169,-0.172,-0.172,-0.116
'0:00.255',-0.056,-0.091,-0.034,0.074,-0.011,-0.063,0.025,-0.138,-0.169,-0.175,-0.169,-0.113
'0:00.256',-0.059,-0.093,-0.033,0.076,-0.013,-0.063,0.031,-0.144,-0.172,-0.169,-0.166,-0.122
'0:00.257',-0.053,-0.087,-0.034,0.071,-0.009,-0.061,0.025,-0.144,-0.169,-0.169,-0.169,-0.125
'0:00.258',-0.054,-0.086,-0.032,0.071,-0.011,-0.059,0.025,-0.144,-0.172,-0.172,-0.172,-0.122
'0:00.259',-0.056,-0.087,-0.031,0.072,-0.012,-0.059,0.025,-0.138,-0.175,-0.169,-0.175,-0.119
'0:00.260',-0.061,-0.089,-0.028,0.075,-0.016,-0.059,0.034,-0.138,-0.172,-0.166,-0.172,-0.119
'0:00.261',-0.062,-0.087,-0.025,0.075,-0.019,-0.056,0.037,-0.131,-0.169,-0.169,-0.169,-0.119
'0:00.262',-0.064,-0.094,-0.030,0.079,-0.017,-0.062,0.041,-0.131,-0.169,-0.169,-0.169,-0.119
'0:00.263',-0.066,-0.097,-0.031,0.081,-0.017,-0.064,0.037,-0.131,-0.169,-0.169,-0.169,-0.119
'0:00.264',-0.062,-0.096,-0.033,0.079,-0.015,-0.064,0.031,-0.134,-0.169,-0.169,-0.172,-0.119
'0:00.265',-0.062,-0.094,-0.031,0.078,-0.016,-0.063,0.031,-0.138,-0.169,-0.169,-0.175,-0.119
'0:00.266',-0.061,-0.093,-0.031,0.077,-0.015,-0.062,0.028,-0.141,-0.172,-0.169,-0.178,-0.122
'0:00.267',-0.059,-0.091,-0.031,0.075,-0.014,-0.061,0.031,-0.144,-0.175,-0.169,-0.181,-0.125
'0:00.268',-0.055,-0.091,-0.036,0.073,-0.010,-0.063,0.031,-0.141,-0.175,-0.172,-0.181,-0.125
'0:00.269',-0.053,-0.091,-0.037,0.072,-0.008,-0.064,0.031,-0.138,-0.175,-0.175,-0.181,-0.125
'0:00.270',-0.050,-0.089,-0.039,0.069,-0.006,-0.064,0.031,-0.147,-0.178,-0.178,-0.191,-0.125
'0:00.271',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.031,-0.144,-0.175,-0.181,-0.188,-0.125
'0:00.272',-0.053,-0.089,-0.036,0.071,-0.009,-0.063,0.031,-0.150,-0.172,-0.181,-0.184,-0.125
'0:00.273',-0.053,-0.091,-0.037,0.072,-0.008,-0.064,0.031,-0.144,-0.175,-0.181,-0.188,-0.125
'0:00.274',-0.054,-0.091,-0.036,0.073,-0.009,-0.064,0.031,-0.144,-0.178,-0.178,-0.184,-0.125
'0:00.275',-0.059,-0.091,-0.031,0.075,-0.014,-0.061,0.037,-0.144,-0.181,-0.175,-0.181,-0.125
'0:00.276',-0.061,-0.094,-0.033,0.077,-0.014,-0.064,0.034,-0.141,-0.175,-0.184,-0.175,-0.125
'0:00.277',-0.062,-0.094,-0.031,0.078,-0.016,-0.063,0.037,-0.138,-0.169,-0.181,-0.175,-0.125
'0:00.278',-0.061,-0.094,-0.032,0.077,-0.014,-0.063,0.034,-0.144,-0.172,-0.178,-0.175,-0.125
'0:00.279',-0.059,-0.091,-0.031,0.075,-0.014,-0.061,0.037,-0.138,-0.175,-0.175,-0.175,-0.125
'0:00.280',-0.062,-0.097,-0.034,0.080,-0.014,-0.066,0.037,-0.147,-0.172,-0.178,-0.178,-0.125
'0:00.281',-0.062,-0.100,-0.037,0.081,-0.012,-0.069,0.037,-0.144,-0.169,-0.181,-0.181,-0.125
'0:00.282',-0.064,-0.101,-0.037,0.083,-0.013,-0.069,0.034,-0.150,-0.166,-0.178,-0.175,-0.125
'0:00.283',-0.066,-0.103,-0.037,0.084,-0.014,-0.071,0.031,-0.144,-0.163,-0.175,-0.175,-0.125
'0:00.284',-0.064,-0.100,-0.036,0.083,-0.014,-0.068,0.034,-0.141,-0.169,-0.175,-0.181,-0.134
'0:00.285',-0.062,-0.100,-0.037,0.081,-0.012,-0.069,0.037,-0.144,-0.163,-0.181,-0.181,-0.131
'0:00.286',-0.058,-0.097,-0.039,0.077,-0.010,-0.068,0.028,-0.144,-0.169,-0.172,-0.178,-0.134
'0:00.287',-0.053,-0.097,-0.044,0.075,-0.005,-0.071,0.031,-0.144,-0.163,-0.175,-0.175,-0.138
'0:00.288',-0.052,-0.096,-0.044,0.074,-0.004,-0.070,0.028,-0.147,-0.169,-0.172,-0.178,-0.134
'0:00.289',-0.053,-0.094,-0.041,0.074,-0.006,-0.068,0.019,-0.150,-0.169,-0.175,-0.175,-0.131
'0:00.290',-0.054,-0.097,-0.042,0.076,-0.006,-0.070,0.025,-0.147,-0.163,-0.175,-0.169,-0.134
'0:00.291',-0.059,-0.097,-0.037,0.078,-0.011,-0.068,0.025,-0.150,-0.163,-0.175,-0.175,-0.138
'0:00.292',-0.058,-0.096,-0.037,0.077,-0.011,-0.067,0.028,-0.147,-0.163,-0.175,-0.175,-0.138
'0:00.293',-0.056,-0.094,-0.037,0.075,-0.009,-0.066,0.025,-0.144,-0.163,-0.175,-0.175,-0.138
'0:00.294',-0.053,-0.094,-0.041,0.074,-0.006,-0.068,0.025,-0.147,-0.166,-0.178,-0.178,-0.138
'0:00.295',-0.050,-0.094,-0.044,0.072,-0.003,-0.069,0.025,-0.144,-0.169,-0.181,-0.181,-0.138
'0:00.296',-0.051,-0.095,-0.044,0.073,-0.004,-0.069,0.025,-0.144,-0.169,-0.178,-0.181,-0.138
'0:00.297',-0.050,-0.094,-0.044,0.072,-0.003,-0.069,0.025,-0.144,-0.169,-0.181,-0.181,-0.138
'0:00.298',-0.056,-0.097,-0.041,0.077,-0.008,-0.069,0.031,-0.147,-0.178,-0.178,-0.178,-0.138
'0:00.299',-0.062,-0.100,-0.037,0.081,-0.012,-0.069,0.031,-0.150,-0.175,-0.181,-0.175,-0.138
'0:00.300',-0.059,-0.106,-0.047,0.083,-0.006,-0.077,0.031,-0.144,-0.175,-0.181,-0.175,-0.141
'0:00.301',-0.056,-0.106,-0.050,0.081,-0.003,-0.078,0.031,-0.144,-0.175,-0.181,-0.175,-0.144
'0:00.302',-0.052,-0.099,-0.047,0.076,-0.002,-0.073,0.028,-0.144,-0.175,-0.181,-0.172,-0.141
'0:00.303',-0.047,-0.094,-0.047,0.071,0.000,-0.071,0.025,-0.144,-0.175,-0.181,-0.175,-0.138
'0:00.304',-0.047,-0.095,-0.048,0.071,0.001,-0.072,0.028,-0.144,-0.175,-0.178,-0.178,-0.138
'0:00.305',-0.050,-0.097,-0.047,0.074,-0.002,-0.072,0.031,-0.144,-0.175,-0.175,-0.181,-0.138
'0:00.306',-0.054,-0.097,-0.042,0.076,-0.006,-0.070,0.031,-0.144,-0.169,-0.175,-0.178,-0.141
'0:00.307',-0.059,-0.100,-0.041,0.080,-0.009,-0.071,0.031,-0.144,-0.169,-0.175,-0.175,-0.144
'0:00.308',-0.061,-0.098,-0.037,0.079,-0.012,-0.068,0.037,-0.138,-0.169,-0.175,-0.175,-0.141
'0:00.309',-0.062,-0.103,-0.041,0.083,-0.011,-0.072,0.037,-0.144,-0.169,-0.175,-0.175,-0.138
'0:00.310',-0.062,-0.103,-0.041,0.083,-0.011,-0.072,0.041,-0.147,-0.175,-0.175,-0.172,-0.138
'0:00.311',-0.062,-0.103,-0.041,0.083,-0.011,-0.072,0.037,-0.144,-0.169,-0.175,-0.175,-0.138
'0:00.312',-0.058,-0.106,-0.048,0.083,-0.005,-0.078,0.034,-0.144,-0.166,-0.175,-0.175,-0.134
'0:00.313',-0.059,-0.106,-0.047,0.083,-0.006,-0.077,0.037,-0.144,-0.163,-0.175,-0.175,-0.131
'0:00.314',-0.064,-0.111,-0.047,0.088,-0.009,-0.079,0.031,-0.141,-0.163,-0.172,-0.175,-0.138
'0:00.315',-0.062,-0.112,-0.050,0.088,-0.006,-0.081,0.031,-0.131,-0.163,-0.169,-0.175,-0.138
'0:00.316',-0.064,-0.119,-0.055,0.091,-0.004,-0.087,0.034,-0.141,-0.163,-0.178,-0.181,-0.141
'0:00.317',-0.062,-0.122,-0.059,0.092,-0.002,-0.091,0.037,-0.144,-0.163,-0.181,-0.181,-0.138
'0:00.318',-0.056,-0.128,-0.072,0.092,0.008,-0.100,0.031,-0.147,-0.166,-0.181,-0.181,-0.141
'0:00.319',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.031,-0.150,-0.169,-0.181,-0.181,-0.144
'0:00.320',-0.041,-0.122,-0.081,0.081,0.020,-0.102,0.028,-0.147,-0.166,-0.181,-0.184,-0.147
'0:00.321',-0.031,-0.122,-0.091,0.077,0.029,-0.106,0.025,-0.150,-0.169,-0.181,-0.181,-0.144
'0:00.322',-0.032,-0.117,-0.084,0.075,0.026,-0.101,0.031,-0.141,-0.163,-0.178,-0.181,-0.147
'0:00.323',-0.031,-0.119,-0.087,0.075,0.028,-0.103,0.031,-0.138,-0.163,-0.181,-0.181,-0.150
'0:00.324',-0.032,-0.114,-0.081,0.073,0.024,-0.098,0.031,-0.134,-0.163,-0.172,-0.175,-0.150
'0:00.325',-0.031,-0.109,-0.078,0.071,0.023,-0.094,0.031,-0.131,-0.156,-0.169,-0.175,-0.144
'0:00.326',-0.031,-0.106,-0.075,0.069,0.022,-0.091,0.031,-0.125,-0.150,-0.166,-0.169,-0.138
'0:00.327',-0.031,-0.097,-0.066,0.064,0.017,-0.081,0.037,-0.119,-0.144,-0.163,-0.162,-0.138
'0:00.328',-0.027,-0.081,-0.054,0.054,0.014,-0.068,0.047,-0.109,-0.141,-0.153,-0.156,-0.128
'0:00.329',-0.025,-0.069,-0.044,0.047,0.009,-0.056,0.056,-0.100,-0.131,-0.144,-0.150,-0.125
'0:00.330',-0.031,-0.056,-0.025,0.044,-0.003,-0.041,0.066,-0.097,-0.131,-0.137,-0.144,-0.119
'0:00.331',-0.034,-0.047,-0.012,0.041,-0.011,-0.030,0.062,-0.094,-0.125,-0.131,-0.137,-0.113
'0:00.332',-0.034,-0.042,-0.007,0.038,-0.014,-0.025,0.062,-0.091,-0.113,-0.131,-0.134,-0.103
'0:00.333',-0.037,-0.038,0.000,0.038,-0.019,-0.019,0.062,-0.081,-0.106,-0.125,-0.125,-0.094
'0:00.334',-0.036,-0.034,0.001,0.035,-0.019,-0.017,0.066,-0.081,-0.103,-0.125,-0.125,-0.094
'0:00.335',-0.034,-0.028,0.006,0.031,-0.021,-0.011,0.062,-0.081,-0.106,-0.119,-0.125,-0.094
'0:00.336',-0.034,-0.024,0.011,0.029,-0.022,-0.007,0.062,-0.088,-0.109,-0.119,-0.125,-0.097
'0:00.337',-0.034,-0.019,0.016,0.027,-0.025,-0.002,0.062,-0.081,-0.113,-0.119,-0.125,-0.100
'0:00.338',-0.032,-0.019,0.014,0.026,-0.023,-0.003,0.059,-0.078,-0.113,-0.119,-0.125,-0.100
'0:00.339',-0.034,-0.019,0.016,0.027,-0.025,-0.002,0.062,-0.075,-0.113,-0.119,-0.125,-0.100
'0:00.340',-0.025,-0.017,0.008,0.021,-0.016,-0.005,0.053,-0.081,-0.116,-0.116,-0.125,-0.100
'0:00.341',-0.019,-0.019,0.000,0.019,-0.009,-0.009,0.050,-0.081,-0.113,-0.113,-0.125,-0.100
'0:00.342',-0.017,-0.022,-0.005,0.019,-0.006,-0.014,0.050,-0.081,-0.113,-0.116,-0.122,-0.100
'0:00.343',-0.016,-0.025,-0.009,0.021,-0.003,-0.018,0.050,-0.081,-0.113,-0.113,-0.119,-0.100
'0:00.344',-0.012,-0.029,-0.017,0.021,0.002,-0.023,0.037,-0.084,-0.119,-0.119,-0.128,-0.109
'0:00.345',-0.012,-0.031,-0.019,0.022,0.003,-0.025,0.031,-0.088,-0.119,-0.119,-0.131,-0.106
'0:00.346',-0.008,-0.029,-0.021,0.019,0.006,-0.026,0.031,-0.091,-0.116,-0.122,-0.128,-0.113
'0:00.347',-0.006,-0.028,-0.022,0.018,0.008,-0.025,0.031,-0.088,-0.113,-0.125,-0.125,-0.113
'0:00.348',-0.002,-0.019,-0.017,0.011,0.008,-0.018,0.028,-0.091,-0.106,-0.116,-0.128,-0.103
'0:00.349',0.003,-0.009,-0.012,0.003,0.008,-0.011,0.025,-0.081,-0.100,-0.106,-0.125,-0.088
'0:00.350',0.006,-0.003,-0.009,-0.001,0.008,-0.006,0.028,-0.072,-0.091,-0.100,-0.116,-0.081
'0:00.351',0.006,0.000,-0.006,-0.003,0.006,-0.003,0.025,-0.069,-0.081,-0.100,-0.106,-0.075
'0:00.352',-0.004,0.008,0.012,-0.001,-0.008,0.009,0.031,-0.066,-0.081,-0.094,-0.100,-0.078
'0:00.353',-0.009,0.013,0.022,-0.001,-0.016,0.017,0.037,-0.056,-0.075,-0.088,-0.100,-0.075
'0:00.354',-0.008,0.020,0.028,-0.006,-0.017,0.024,0.037,-0.056,-0.066,-0.081,-0.097,-0.072
'0:00.355',-0.012,0.028,0.041,-0.007,-0.027,0.034,0.037,-0.056,-0.056,-0.069,-0.088,-0.063
'0:00.356',-0.011,0.029,0.041,-0.009,-0.026,0.035,0.037,-0.053,-0.056,-0.066,-0.078,-0.056
'0:00.357',-0.012,0.034,0.047,-0.011,-0.030,0.041,0.037,-0.056,-0.056,-0.062,-0.081,-0.063
'0:00.358',-0.012,0.036,0.049,-0.012,-0.031,0.042,0.044,-0.056,-0.056,-0.059,-0.081,-0.063
'0:00.359',-0.012,0.034,0.047,-0.011,-0.030,0.041,0.050,-0.056,-0.056,-0.062,-0.081,-0.063
'0:00.360',-0.012,0.036,0.048,-0.011,-0.031,0.042,0.050,-0.059,-0.063,-0.062,-0.078,-0.063
'0:00.361',-0.019,0.038,0.056,-0.009,-0.037,0.047,0.050,-0.056,-0.063,-0.062,-0.081,-0.063
'0:00.362',-0.021,0.034,0.055,-0.007,-0.038,0.044,0.050,-0.056,-0.069,-0.069,-0.084,-0.063
'0:00.363',-0.016,0.034,0.050,-0.009,-0.033,0.042,0.050,-0.056,-0.075,-0.075,-0.088,-0.063
'0:00.364',-0.016,0.031,0.047,-0.007,-0.031,0.039,0.056,-0.056,-0.075,-0.075,-0.084,-0.066
'0:00.365',-0.016,0.025,0.041,-0.004,-0.028,0.033,0.056,-0.056,-0.075,-0.081,-0.081,-0.063
'0:00.366',-0.019,0.022,0.041,-0.001,-0.030,0.031,0.056,-0.059,-0.072,-0.072,-0.084,-0.059
'0:00.367',-0.022,0.016,0.037,0.003,-0.030,0.026,0.056,-0.063,-0.069,-0.075,-0.088,-0.056
'0:00.368',-0.020,0.009,0.029,0.006,-0.025,0.019,0.059,-0.059,-0.063,-0.072,-0.088,-0.063
'0:00.369',-0.019,0.006,0.025,0.006,-0.022,0.016,0.056,-0.056,-0.063,-0.075,-0.094,-0.069
'0:00.370',-0.014,-0.001,0.013,0.008,-0.014,0.006,0.047,-0.063,-0.072,-0.088,-0.100,-0.072
'0:00.371',-0.009,-0.009,0.000,0.009,-0.005,-0.005,0.044,-0.063,-0.075,-0.088,-0.100,-0.075
'0:00.372',-0.011,-0.011,-0.001,0.011,-0.005,-0.006,0.047,-0.069,-0.075,-0.097,-0.100,-0.078
'0:00.373',-0.009,-0.009,0.000,0.009,-0.005,-0.005,0.044,-0.069,-0.081,-0.100,-0.106,-0.081
'0:00.374',-0.012,-0.011,0.001,0.012,-0.007,-0.005,0.041,-0.069,-0.081,-0.097,-0.103,-0.078
'0:00.375',-0.012,-0.013,0.000,0.013,-0.006,-0.006,0.037,-0.075,-0.088,-0.100,-0.100,-0.081
'0:00.376',-0.012,-0.020,-0.007,0.016,-0.002,-0.014,0.037,-0.081,-0.097,-0.097,-0.100,-0.078
'0:00.377',-0.016,-0.031,-0.016,0.024,0.000,-0.024,0.037,-0.081,-0.100,-0.100,-0.106,-0.081
'0:00.378',-0.012,-0.036,-0.023,0.024,0.005,-0.029,0.034,-0.088,-0.100,-0.100,-0.106,-0.081
'0:00.379',-0.016,-0.044,-0.028,0.030,0.006,-0.036,0.037,-0.088,-0.100,-0.100,-0.112,-0.081
'0:00.380',-0.014,-0.044,-0.029,0.029,0.008,-0.037,0.028,-0.084,-0.097,-0.100,-0.112,-0.088
'0:00.381',-0.012,-0.044,-0.031,0.028,0.009,-0.038,0.025,-0.081,-0.100,-0.106,-0.112,-0.088
'0:00.382',-0.016,-0.044,-0.028,0.030,0.006,-0.036,0.025,-0.078,-0.100,-0.106,-0.119,-0.084
'0:00.383',-0.016,-0.044,-0.028,0.030,0.006,-0.036,0.025,-0.081,-0.100,-0.106,-0.119,-0.081
'0:00.384',-0.017,-0.044,-0.026,0.031,0.004,-0.035,0.022,-0.081,-0.103,-0.109,-0.116,-0.078
'0:00.385',-0.019,-0.047,-0.028,0.033,0.004,-0.038,0.025,-0.081,-0.106,-0.106,-0.112,-0.075
'0:00.386',-0.025,-0.047,-0.022,0.036,-0.002,-0.034,0.031,-0.081,-0.103,-0.103,-0.109,-0.075
'0:00.387',-0.031,-0.050,-0.019,0.041,-0.006,-0.034,0.037,-0.081,-0.100,-0.106,-0.106,-0.075
'0:00.388',-0.034,-0.054,-0.020,0.044,-0.007,-0.038,0.034,-0.091,-0.103,-0.103,-0.112,-0.078
'0:00.389',-0.037,-0.062,-0.025,0.050,-0.006,-0.044,0.031,-0.094,-0.100,-0.106,-0.119,-0.081
'0:00.390',-0.039,-0.064,-0.025,0.052,-0.007,-0.045,0.031,-0.100,-0.100,-0.106,-0.119,-0.088
'0:00.391',-0.041,-0.066,-0.025,0.053,-0.008,-0.046,0.031,-0.100,-0.100,-0.113,-0.125,-0.088
'0:00.392',-0.041,-0.066,-0.025,0.053,-0.008,-0.046,0.041,-0.103,-0.109,-0.116,-0.125,-0.091
'0:00.393',-0.037,-0.066,-0.028,0.052,-0.005,-0.047,0.037,-0.113,-0.113,-0.125,-0.131,-0.100
'0:00.394',-0.036,-0.072,-0.036,0.054,0.000,-0.054,0.034,-0.106,-0.113,-0.122,-0.128,-0.097
'0:00.395',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.031,-0.119,-0.125,-0.125,-0.131,-0.100
'0:00.396',-0.047,-0.094,-0.047,0.071,0.000,-0.071,0.031,-0.116,-0.125,-0.125,-0.137,-0.106
'0:00.397',-0.053,-0.100,-0.047,0.077,-0.003,-0.074,0.031,-0.119,-0.131,-0.131,-0.144,-0.113
'0:00.398',-0.055,-0.105,-0.050,0.080,-0.002,-0.078,0.028,-0.119,-0.138,-0.131,-0.147,-0.116
'0:00.399',-0.056,-0.109,-0.053,0.083,-0.002,-0.081,0.025,-0.125,-0.138,-0.137,-0.156,-0.119
'0:00.400',-0.055,-0.112,-0.057,0.084,0.001,-0.085,0.025,-0.128,-0.144,-0.147,-0.156,-0.119
'0:00.401',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.019,-0.138,-0.144,-0.150,-0.156,-0.125
'0:00.402',-0.052,-0.119,-0.067,0.086,0.008,-0.093,0.025,-0.138,-0.144,-0.159,-0.166,-0.134
'0:00.403',-0.050,-0.119,-0.069,0.084,0.009,-0.094,0.025,-0.144,-0.150,-0.163,-0.169,-0.138
'0:00.404',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.016,-0.147,-0.153,-0.163,-0.169,-0.141
'0:00.405',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.019,-0.150,-0.156,-0.163,-0.169,-0.144
'0:00.406',-0.048,-0.117,-0.069,0.083,0.010,-0.093,0.019,-0.141,-0.156,-0.163,-0.169,-0.144
'0:00.407',-0.053,-0.116,-0.062,0.084,0.004,-0.089,0.019,-0.144,-0.163,-0.163,-0.169,-0.144
'0:00.408',-0.053,-0.116,-0.062,0.084,0.004,-0.089,0.022,-0.141,-0.163,-0.163,-0.169,-0.144
'0:00.409',-0.056,-0.116,-0.059,0.086,0.001,-0.088,0.025,-0.144,-0.163,-0.163,-0.169,-0.144
'0:00.410',-0.064,-0.109,-0.046,0.087,-0.009,-0.078,0.028,-0.147,-0.163,-0.166,-0.166,-0.144
'0:00.411',-0.069,-0.112,-0.044,0.091,-0.012,-0.078,0.031,-0.150,-0.163,-0.163,-0.162,-0.144
'0:00.412',-0.070,-0.120,-0.050,0.095,-0.010,-0.085,0.031,-0.147,-0.159,-0.156,-0.162,-0.144
'0:00.413',-0.072,-0.122,-0.050,0.097,-0.011,-0.086,0.031,-0.144,-0.156,-0.156,-0.162,-0.144
'0:00.414',-0.075,-0.125,-0.050,0.100,-0.012,-0.088,0.034,-0.141,-0.159,-0.156,-0.166,-0.141
'0:00.415',-0.075,-0.128,-0.053,0.102,-0.011,-0.091,0.037,-0.138,-0.156,-0.156,-0.175,-0.138
'0:00.416',-0.074,-0.128,-0.054,0.101,-0.010,-0.091,0.031,-0.144,-0.156,-0.156,-0.169,-0.138
'0:00.417',-0.075,-0.128,-0.053,0.102,-0.011,-0.091,0.031,-0.144,-0.156,-0.156,-0.169,-0.138
'0:00.418',-0.072,-0.130,-0.058,0.101,-0.007,-0.094,0.031,-0.144,-0.153,-0.159,-0.169,-0.138
'0:00.419',-0.072,-0.131,-0.059,0.102,-0.006,-0.096,0.031,-0.144,-0.156,-0.156,-0.175,-0.138
'0:00.420',-0.072,-0.128,-0.056,0.100,-0.008,-0.093,0.031,-0.153,-0.159,-0.163,-0.172,-0.138
'0:00.421',-0.069,-0.128,-0.059,0.099,-0.005,-0.094,0.031,-0.156,-0.163,-0.169,-0.169,-0.138
'0:00.422',-0.067,-0.128,-0.061,0.098,-0.003,-0.095,0.028,-0.156,-0.163,-0.163,-0.169,-0.134
'0:00.423',-0.069,-0.128,-0.059,0.099,-0.005,-0.094,0.025,-0.156,-0.163,-0.169,-0.175,-0.138
'0:00.424',-0.066,-0.128,-0.062,0.097,-0.002,-0.096,0.025,-0.156,-0.163,-0.172,-0.172,-0.138
'0:00.425',-0.069,-0.128,-0.059,0.099,-0.005,-0.094,0.025,-0.150,-0.163,-0.175,-0.175,-0.138
'0:00.426',-0.070,-0.128,-0.058,0.099,-0.006,-0.093,0.028,-0.150,-0.153,-0.169,-0.175,-0.138
'0:00.427',-0.069,-0.128,-0.059,0.099,-0.005,-0.094,0.031,-0.150,-0.156,-0.169,-0.175,-0.138
'0:00.428',-0.062,-0.128,-0.066,0.096,0.001,-0.097,0.031,-0.150,-0.163,-0.169,-0.175,-0.141
'0:00.429',-0.066,-0.128,-0.062,0.097,-0.002,-0.096,0.031,-0.150,-0.163,-0.169,-0.175,-0.138
'0:00.430',-0.070,-0.127,-0.057,0.099,-0.007,-0.092,0.031,-0.150,-0.163,-0.169,-0.175,-0.134
'0:00.431',-0.072,-0.125,-0.053,0.099,-0.009,-0.089,0.031,-0.156,-0.163,-0.175,-0.175,-0.138
'0:00.432',-0.066,-0.127,-0.061,0.096,-0.002,-0.094,0.031,-0.159,-0.166,-0.175,-0.175,-0.144
'0:00.433',-0.069,-0.125,-0.056,0.097,-0.006,-0.091,0.031,-0.163,-0.163,-0.175,-0.175,-0.144
'0:00.434',-0.072,-0.125,-0.053,0.099,-0.009,-0.089,0.031,-0.153,-0.166,-0.172,-0.175,-0.141
'0:00.435',-0.075,-0.125,-0.050,0.100,-0.012,-0.088,0.031,-0.156,-0.169,-0.175,-0.175,-0.138
'0:00.436',-0.079,-0.126,-0.047,0.103,-0.016,-0.087,0.028,-0.159,-0.166,-0.172,-0.178,-0.138
